"Name","Start","End","Duration","Process"
"cork street tenemant - Google Search - Google Chrome","17/11/2015 14:01:56","17/11/2015 14:02:02","0:00:06","Google Chrome"
"cork street tenement - Google Search - Google Chrome","17/11/2015 14:02:02","17/11/2015 14:02:09","0:00:07","Google Chrome"
"A shared tenement story from Jim Meade … | Dublin Tenement Experience - Google Chrome","17/11/2015 14:02:09","17/11/2015 14:04:02","0:01:53","Google Chrome"
"cork street tenement - Google Search - Google Chrome","17/11/2015 14:04:02","17/11/2015 14:04:07","0:00:05","Google Chrome"
"cork street tenement - Google Search - Google Chrome","17/11/2015 14:04:07","17/11/2015 14:04:27","0:00:20","Google Chrome"
"cork street tenement - Google Search - Google Chrome","17/11/2015 14:04:27","17/11/2015 14:05:08","0:00:41","Google Chrome"
"cork street tenement - Google Search - Google Chrome","17/11/2015 14:05:08","17/11/2015 14:05:23","0:00:15","Google Chrome"
"cork street tenement - Google Search - Google Chrome","17/11/2015 14:05:23","17/11/2015 14:05:28","0:00:05","Google Chrome"
"cork street tenement - Google Search - Google Chrome","17/11/2015 14:05:28","17/11/2015 14:05:33","0:00:05","Google Chrome"
"Web Scraping in Node.js - Google Chrome","17/11/2015 14:05:33","17/11/2015 14:05:44","0:00:11","Google Chrome"
"Task Switching","17/11/2015 14:05:44","17/11/2015 14:05:49","0:00:05","Windows Explorer"
"Packt Publishing | Technology Books, eBooks & Videos - Firefox Developer Edition","17/11/2015 14:05:49","17/11/2015 14:06:03","0:00:14","FirefoxDeveloperEdition"
"Packt Publishing | Technology Books, eBooks & Videos - Firefox Developer Edition","17/11/2015 14:06:03","17/11/2015 14:06:20","0:00:17","FirefoxDeveloperEdition"
"My Collection | PACKT Books - Firefox Developer Edition","17/11/2015 14:06:20","17/11/2015 14:06:47","0:00:27","FirefoxDeveloperEdition"
"Web Scraping in Node.js - Google Chrome","17/11/2015 14:06:47","17/11/2015 14:06:52","0:00:05","Google Chrome"
"Google - Google Chrome","17/11/2015 14:06:52","17/11/2015 14:06:57","0:00:05","Google Chrome"
"machine learning for beginners - Google Search - Google Chrome","17/11/2015 14:06:57","17/11/2015 14:07:02","0:00:05","Google Chrome"
"4-Steps to Get Started in Machine Learning: The Top-Down Strategy for Beginners to Start and Practice - Machine Learning Mastery - Google Chrome","17/11/2015 14:07:02","17/11/2015 14:08:08","0:01:06","Google Chrome"
"Thank you - Google Chrome","17/11/2015 14:08:08","17/11/2015 14:08:16","0:00:08","Google Chrome"
"4-Steps to Get Started in Machine Learning: The Top-Down Strategy for Beginners to Start and Practice - Machine Learning Mastery - Google Chrome","17/11/2015 14:08:16","17/11/2015 14:10:38","0:02:22","Google Chrome"
"Machine Learning Mastery Crash Course: Please confirm your subscription - Message (HTML) ","17/11/2015 14:10:38","17/11/2015 14:10:46","0:00:08","Microsoft Office Outlook"
"My Collection | PACKT Books - Firefox Developer Edition","17/11/2015 14:10:46","17/11/2015 14:10:51","0:00:05","FirefoxDeveloperEdition"
"4-Steps to Get Started in Machine Learning: The Top-Down Strategy for Beginners to Start and Practice - Machine Learning Mastery - Google Chrome","17/11/2015 14:10:51","17/11/2015 14:11:11","0:00:20","Google Chrome"
"Untitled - Message (HTML) ","17/11/2015 14:11:11","17/11/2015 14:11:19","0:00:08","Microsoft Office Outlook"
"any word - Message (HTML) ","17/11/2015 14:11:19","17/11/2015 14:11:41","0:00:22","Microsoft Office Outlook"
"4-Steps to Get Started in Machine Learning: The Top-Down Strategy for Beginners to Start and Practice - Machine Learning Mastery - Google Chrome","17/11/2015 14:11:41","17/11/2015 14:12:26","0:00:45","Google Chrome"
"lots-of-data.jpg (1024×681) - Google Chrome","17/11/2015 14:12:26","17/11/2015 14:12:37","0:00:11","Google Chrome"
"4-Steps to Get Started in Machine Learning: The Top-Down Strategy for Beginners to Start and Practice - Machine Learning Mastery - Google Chrome","17/11/2015 14:12:37","17/11/2015 14:13:30","0:00:53","Google Chrome"
"Inbox - Microsoft Outlook","17/11/2015 14:13:30","17/11/2015 14:13:40","0:00:10","Microsoft Office Outlook"
"4-Steps to Get Started in Machine Learning: The Top-Down Strategy for Beginners to Start and Practice - Machine Learning Mastery - Google Chrome","17/11/2015 14:13:40","17/11/2015 14:13:51","0:00:11","Google Chrome"
"RE: any word - Message (HTML) ","17/11/2015 14:13:51","17/11/2015 14:14:54","0:01:03","Microsoft Office Outlook"
"My Collection | PACKT Books - Firefox Developer Edition","17/11/2015 14:14:54","17/11/2015 14:14:59","0:00:05","FirefoxDeveloperEdition"
"4-Steps to Get Started in Machine Learning: The Top-Down Strategy for Beginners to Start and Practice - Machine Learning Mastery - Google Chrome","17/11/2015 14:14:59","17/11/2015 14:17:08","0:02:09","Google Chrome"
"Inbox - Microsoft Outlook","17/11/2015 14:17:08","17/11/2015 14:17:24","0:00:16","Microsoft Office Outlook"
"RE: any word - Message (HTML) ","17/11/2015 14:17:24","17/11/2015 14:17:39","0:00:15","Microsoft Office Outlook"
"Inbox - Microsoft Outlook","17/11/2015 14:17:39","17/11/2015 14:18:06","0:00:27","Microsoft Office Outlook"
"Untitled - Message (HTML) ","17/11/2015 14:18:06","17/11/2015 14:18:19","0:00:13","Microsoft Office Outlook"
"Task Switching","17/11/2015 14:18:19","17/11/2015 14:18:24","0:00:05","Windows Explorer"
"4-Steps to Get Started in Machine Learning: The Top-Down Strategy for Beginners to Start and Practice - Machine Learning Mastery - Google Chrome","17/11/2015 14:18:24","17/11/2015 14:24:33","0:06:09","Google Chrome"
"What is the Weka Machine Learning Workbench - Machine Learning Mastery - Google Chrome","17/11/2015 14:24:33","17/11/2015 14:25:32","0:00:59","Google Chrome"
"Weka 3 - Data Mining with Open Source Machine Learning Software in Java - Google Chrome","17/11/2015 14:25:32","17/11/2015 14:26:24","0:00:52","Google Chrome"
"Weka 3 - Data Mining with Open Source Machine Learning Software in Java - Google Chrome","17/11/2015 14:26:24","17/11/2015 14:27:00","0:00:36","Google Chrome"
"machine learning for beginners - Google Search - Google Chrome","17/11/2015 14:27:00","17/11/2015 14:27:51","0:00:51","Google Chrome"
"Inbox - Microsoft Outlook","17/11/2015 14:27:51","17/11/2015 14:28:21","0:00:30","Microsoft Office Outlook"
"Sent Items - Microsoft Outlook","17/11/2015 14:28:21","17/11/2015 14:28:57","0:00:36","Microsoft Office Outlook"
"Inbox - Microsoft Outlook","17/11/2015 14:28:57","17/11/2015 14:31:42","0:02:45","Microsoft Office Outlook"
"E-mail Properties","17/11/2015 14:31:42","17/11/2015 14:32:12","0:00:30","Microsoft Office Outlook"
"Inbox - Microsoft Outlook","17/11/2015 14:32:12","17/11/2015 14:33:47","0:01:35","Microsoft Office Outlook"
"Google - Google Chrome","17/11/2015 14:33:47","17/11/2015 14:33:52","0:00:05","Google Chrome"
"doncaster prison - Google Search - Google Chrome","17/11/2015 14:33:52","17/11/2015 14:34:03","0:00:11","Google Chrome"
"doncaster prison - Google Search - Google Chrome","17/11/2015 14:34:03","17/11/2015 14:34:42","0:00:39","Google Chrome"
"machine learning for beginners - Google Search - Google Chrome","17/11/2015 14:34:42","17/11/2015 14:34:48","0:00:06","Google Chrome"
"What is the Weka Machine Learning Workbench - Machine Learning Mastery - Google Chrome","17/11/2015 14:34:48","17/11/2015 14:34:54","0:00:06","Google Chrome"
"Machine Learning Mastery - Google Chrome","17/11/2015 14:34:54","17/11/2015 14:35:20","0:00:26","Google Chrome"
"Thank you - Google Chrome","17/11/2015 14:35:20","17/11/2015 14:35:25","0:00:05","Google Chrome"
"Machine Learning Mastery - Google Chrome","17/11/2015 14:35:25","17/11/2015 14:35:34","0:00:09","Google Chrome"
"4-Steps to Get Started in Machine Learning: The Top-Down Strategy for Beginners to Start and Practice - Machine Learning Mastery - Google Chrome","17/11/2015 14:35:34","17/11/2015 14:35:43","0:00:09","Google Chrome"
"Untitled - Message (HTML) ","17/11/2015 14:35:43","17/11/2015 14:36:12","0:00:29","Microsoft Office Outlook"
"machine learning for programmers - Message (HTML) ","17/11/2015 14:36:12","17/11/2015 14:36:18","0:00:06","Microsoft Office Outlook"
"Inbox - Microsoft Outlook","17/11/2015 14:36:18","17/11/2015 14:36:26","0:00:08","Microsoft Office Outlook"
"machine learning for beginners - Google Search - Google Chrome","17/11/2015 14:36:26","17/11/2015 14:36:37","0:00:11","Google Chrome"
"node request user agent - Google Search - Google Chrome","17/11/2015 14:36:37","17/11/2015 14:36:43","0:00:06","Google Chrome"
"biggora/express-useragent - Google Chrome","17/11/2015 14:36:43","17/11/2015 14:37:28","0:00:45","Google Chrome"
"node request user agent - Google Search - Google Chrome","17/11/2015 14:37:28","17/11/2015 14:37:34","0:00:06","Google Chrome"
"node request user agent - Google Search - Google Chrome","17/11/2015 14:37:34","17/11/2015 14:37:41","0:00:07","Google Chrome"
"node js request user agent - Google Search - Google Chrome","17/11/2015 14:37:41","17/11/2015 14:38:08","0:00:27","Google Chrome"
"node.js - Problem with http GET request on node js - Stack Overflow - Google Chrome","17/11/2015 14:38:08","17/11/2015 14:39:13","0:01:05","Google Chrome"
"HTTP Node.js v5.0.0 Manual & Documentation - Google Chrome","17/11/2015 14:39:13","17/11/2015 14:39:31","0:00:18","Google Chrome"
"node js request user agent - Google Search - Google Chrome","17/11/2015 14:39:31","17/11/2015 14:42:34","0:03:03","Google Chrome"
"RE: e-mails coming through they are bouncing back to the sender - Message (Plain Text) ","17/11/2015 14:42:34","17/11/2015 14:44:00","0:01:26","Microsoft Office Outlook"
"node js request user agent - Google Search - Google Chrome","17/11/2015 14:44:00","17/11/2015 14:50:26","0:06:26","Google Chrome"
"Using node.js as a simple web server - Stack Overflow - Google Chrome","17/11/2015 14:50:26","17/11/2015 14:54:48","0:04:22","Google Chrome"
"RE: e-mails coming through they are bouncing back to the sender - Message (Plain Text) ","17/11/2015 14:54:48","17/11/2015 14:54:54","0:00:06","Microsoft Office Outlook"
"Untitled - Message (HTML) ","17/11/2015 14:54:54","17/11/2015 14:55:02","0:00:08","Microsoft Office Outlook"
"Task Switching","17/11/2015 14:55:02","17/11/2015 14:55:08","0:00:06","Windows Explorer"
"Inbox - Microsoft Outlook","17/11/2015 14:55:08","17/11/2015 14:55:37","0:00:29","Microsoft Office Outlook"
"Workbook: DB1 - Firefox Developer Edition","17/11/2015 14:55:37","17/11/2015 14:56:11","0:00:34","FirefoxDeveloperEdition"
"node js server - Google Search - Google Chrome","17/11/2015 14:56:11","17/11/2015 14:56:17","0:00:06","Google Chrome"
"node request npm - Google Search - Google Chrome","17/11/2015 14:56:17","17/11/2015 14:56:36","0:00:19","Google Chrome"
"request/request - Google Chrome","17/11/2015 14:56:36","17/11/2015 14:56:52","0:00:16","Google Chrome"
"request/request - Google Chrome","17/11/2015 14:56:52","17/11/2015 15:00:17","0:03:25","Google Chrome"
"Firefox Developer Edition","17/11/2015 15:00:17","17/11/2015 15:05:09","0:04:52","FirefoxDeveloperEdition"
"scottcorgan/pushstate-server - Google Chrome","17/11/2015 15:05:09","17/11/2015 15:05:15","0:00:06","Google Chrome"
"scottcorgan/pushstate-server - Google Chrome","17/11/2015 15:05:15","17/11/2015 15:05:28","0:00:13","Google Chrome"
"node options.uri must be a path when using options.baseURL - Google Search - Google Chrome","17/11/2015 15:05:28","17/11/2015 15:05:58","0:00:30","Google Chrome"
"request - Google Chrome","17/11/2015 15:05:58","17/11/2015 15:07:39","0:01:41","Google Chrome"
"Firefox Developer Edition","17/11/2015 15:07:39","17/11/2015 15:08:41","0:01:02","FirefoxDeveloperEdition"
"request - Google Chrome","17/11/2015 15:08:41","17/11/2015 15:08:46","0:00:05","Google Chrome"
"Google - Google Chrome","17/11/2015 15:08:46","17/11/2015 15:08:51","0:00:05","Google Chrome"
"node scrape tablaeu - Google Search - Google Chrome","17/11/2015 15:08:51","17/11/2015 15:09:04","0:00:13","Google Chrome"
"Build Network Graphs in Tableau - Clearly and Simply - Google Chrome","17/11/2015 15:09:04","17/11/2015 15:09:20","0:00:16","Google Chrome"
"node scrape tablaeu - Google Search - Google Chrome","17/11/2015 15:09:20","17/11/2015 15:10:21","0:01:01","Google Chrome"
"node scrape tableau - Google Search - Google Chrome","17/11/2015 15:10:21","17/11/2015 15:10:26","0:00:05","Google Chrome"
"scrape tableau - Google Search - Google Chrome","17/11/2015 15:10:26","17/11/2015 15:10:43","0:00:17","Google Chrome"
"February is all about Data Scraping - #DataInTheWild | Tableau Public - Google Chrome","17/11/2015 15:10:43","17/11/2015 15:11:34","0:00:51","Google Chrome"
"Gallery | Tableau Public - Google Chrome","17/11/2015 15:11:34","17/11/2015 15:12:09","0:00:35","Google Chrome"
"Web Urbanist | Daily Article Digest - Message (HTML) ","17/11/2015 15:12:09","17/11/2015 15:12:42","0:00:33","Microsoft Office Outlook"
"Gallery | Tableau Public - Google Chrome","17/11/2015 15:12:42","17/11/2015 15:13:49","0:01:07","Google Chrome"
"February is all about Data Scraping - #DataInTheWild | Tableau Public - Google Chrome","17/11/2015 15:13:49","17/11/2015 15:13:55","0:00:06","Google Chrome"
"Build Network Graphs in Tableau - Clearly and Simply - Google Chrome","17/11/2015 15:13:55","17/11/2015 15:14:43","0:00:48","Google Chrome"
"Firefox Developer Edition","17/11/2015 15:14:43","17/11/2015 15:15:05","0:00:22","FirefoxDeveloperEdition"
"node options.uri must be a path when using options.baseURL - Google Search - Google Chrome","17/11/2015 15:15:05","17/11/2015 15:15:10","0:00:05","Google Chrome"
"node options.uri must be a path when using options.baseURL - Google Search - Google Chrome","17/11/2015 15:15:10","17/11/2015 15:15:36","0:00:26","Google Chrome"
"node request get vars - Google Search - Google Chrome","17/11/2015 15:15:36","17/11/2015 15:15:43","0:00:07","Google Chrome"
"node.js http 'get' request with query string parameters - Stack Overflow - Google Chrome","17/11/2015 15:15:43","17/11/2015 15:18:31","0:02:48","Google Chrome"
"Firefox Developer Edition","17/11/2015 15:18:31","17/11/2015 15:18:48","0:00:17","FirefoxDeveloperEdition"
"Workbook: DB1 - Firefox Developer Edition","17/11/2015 15:18:48","17/11/2015 15:20:08","0:01:20","FirefoxDeveloperEdition"
"502 Bad Gateway - Firefox Developer Edition","17/11/2015 15:20:08","17/11/2015 15:20:35","0:00:27","FirefoxDeveloperEdition"
"Workbook: DB1 - Firefox Developer Edition","17/11/2015 15:20:35","17/11/2015 15:21:01","0:00:26","FirefoxDeveloperEdition"
"Yorkshire and Humber police tender for IT system worth up to £41m - Message (HTML) ","17/11/2015 15:21:01","17/11/2015 15:21:10","0:00:09","Microsoft Office Outlook"
"Workbook: DB1 - Firefox Developer Edition","17/11/2015 15:21:10","17/11/2015 15:31:33","0:10:23","FirefoxDeveloperEdition"
"Firefox Developer Edition","17/11/2015 15:31:33","17/11/2015 15:31:43","0:00:10","FirefoxDeveloperEdition"
"Firefox Developer Edition","17/11/2015 15:31:43","17/11/2015 15:31:48","0:00:05","FirefoxDeveloperEdition"
"Firefox Developer Edition","17/11/2015 15:31:48","17/11/2015 15:31:54","0:00:06","FirefoxDeveloperEdition"
"q[-_-]p - FAC | Trello - Google Chrome","17/11/2015 15:31:54","17/11/2015 15:31:59","0:00:05","Google Chrome"
"PHP: cURL - Manual - Google Chrome","17/11/2015 15:31:59","17/11/2015 15:32:05","0:00:06","Google Chrome"
"php curl - Google Search - Google Chrome","17/11/2015 15:32:05","17/11/2015 15:32:10","0:00:05","Google Chrome"
"PHP: Examples - Manual - Google Chrome","17/11/2015 15:32:10","17/11/2015 15:33:03","0:00:53","Google Chrome"
"Loggly | Search! - Google Chrome","17/11/2015 15:33:03","17/11/2015 15:33:08","0:00:05","Google Chrome"
"Firefox Developer Edition","17/11/2015 15:33:08","17/11/2015 15:33:28","0:00:20","FirefoxDeveloperEdition"
"Workbook: DB1 - Firefox Developer Edition","17/11/2015 15:33:28","17/11/2015 15:35:19","0:01:51","FirefoxDeveloperEdition"
"Workbook: DB1 - Firefox Developer Edition","17/11/2015 15:35:19","17/11/2015 15:39:27","0:04:08","FirefoxDeveloperEdition"
"404 Not Found - Firefox Developer Edition","17/11/2015 15:39:27","17/11/2015 15:39:37","0:00:10","FirefoxDeveloperEdition"
"404 Not Found - Firefox Developer Edition","17/11/2015 15:39:37","17/11/2015 15:39:42","0:00:05","FirefoxDeveloperEdition"
"Firefox Developer Edition","17/11/2015 15:39:42","17/11/2015 15:39:49","0:00:07","FirefoxDeveloperEdition"
"Firefox Developer Edition","17/11/2015 15:39:49","17/11/2015 15:40:21","0:00:32","FirefoxDeveloperEdition"
"Firefox Developer Edition","17/11/2015 15:40:21","17/11/2015 15:40:31","0:00:10","FirefoxDeveloperEdition"
"Firefox Developer Edition","17/11/2015 15:40:31","17/11/2015 15:40:45","0:00:14","FirefoxDeveloperEdition"
"Workbook: DB1 - Firefox Developer Edition","17/11/2015 15:40:45","17/11/2015 15:45:52","0:05:07","FirefoxDeveloperEdition"
"Firefox Developer Edition","17/11/2015 15:45:52","17/11/2015 15:46:05","0:00:13","FirefoxDeveloperEdition"
"Workbook: DB1 - Firefox Developer Edition","17/11/2015 15:46:05","17/11/2015 15:46:30","0:00:25","FirefoxDeveloperEdition"
"404 Not Found - Firefox Developer Edition","17/11/2015 15:46:30","17/11/2015 15:47:06","0:00:36","FirefoxDeveloperEdition"
"404 Not Found - Firefox Developer Edition","17/11/2015 15:47:06","17/11/2015 15:48:37","0:01:31","FirefoxDeveloperEdition"
"404 Not Found - Firefox Developer Edition","17/11/2015 15:48:37","17/11/2015 15:48:43","0:00:06","FirefoxDeveloperEdition"
"404 Not Found - Firefox Developer Edition","17/11/2015 15:48:43","17/11/2015 15:48:56","0:00:13","FirefoxDeveloperEdition"
"404 Not Found - Firefox Developer Edition","17/11/2015 15:48:56","17/11/2015 15:49:02","0:00:06","FirefoxDeveloperEdition"
"Workbook: DB1 - Firefox Developer Edition","17/11/2015 15:49:02","17/11/2015 15:49:08","0:00:06","FirefoxDeveloperEdition"
"404 Not Found - Firefox Developer Edition","17/11/2015 15:49:08","17/11/2015 15:49:13","0:00:05","FirefoxDeveloperEdition"
"Firefox Developer Edition","17/11/2015 15:49:13","17/11/2015 15:50:28","0:01:15","FirefoxDeveloperEdition"
"php curl - Google Search - Google Chrome","17/11/2015 15:50:28","17/11/2015 15:50:34","0:00:06","Google Chrome"
"node.js - Express-js wildcard routing to cover everything under and including a path - Stack Overflow - Google Chrome","17/11/2015 15:50:34","17/11/2015 15:51:18","0:00:44","Google Chrome"
"Workbook: DB1 - Firefox Developer Edition","17/11/2015 15:51:18","17/11/2015 15:51:32","0:00:14","FirefoxDeveloperEdition"
"404 Not Found - Firefox Developer Edition","17/11/2015 15:51:32","17/11/2015 15:51:44","0:00:12","FirefoxDeveloperEdition"
"Workbook: DB1 - Firefox Developer Edition","17/11/2015 15:51:44","17/11/2015 15:52:47","0:01:03","FirefoxDeveloperEdition"
"404 Not Found - Firefox Developer Edition","17/11/2015 15:52:47","17/11/2015 15:52:53","0:00:06","FirefoxDeveloperEdition"
"Workbook: DB1 - Firefox Developer Edition","17/11/2015 15:52:53","17/11/2015 15:54:16","0:01:23","FirefoxDeveloperEdition"
"http://data.fac.loc/savills/data/ - Firefox Developer Edition","17/11/2015 15:54:16","17/11/2015 15:55:21","0:01:05","FirefoxDeveloperEdition"
"http://publicstatic.tableausoftware.com/vizql/v_92001511051329/javascripts/jquery-1.11.2.min.js - Firefox Developer Edition","17/11/2015 15:55:21","17/11/2015 15:55:31","0:00:10","FirefoxDeveloperEdition"
"http://data.fac.loc/savills/data/ - Firefox Developer Edition","17/11/2015 15:55:31","17/11/2015 15:55:57","0:00:26","FirefoxDeveloperEdition"
"Workbook: DB1 - Firefox Developer Edition","17/11/2015 15:55:57","17/11/2015 15:56:11","0:00:14","FirefoxDeveloperEdition"
"404 Not Found - Firefox Developer Edition","17/11/2015 15:56:11","17/11/2015 15:56:16","0:00:05","FirefoxDeveloperEdition"
"http://data.fac.loc/savills/data/ - Firefox Developer Edition","17/11/2015 15:56:16","17/11/2015 15:56:47","0:00:31","FirefoxDeveloperEdition"
"404 Not Found - Firefox Developer Edition","17/11/2015 15:56:47","17/11/2015 15:56:52","0:00:05","FirefoxDeveloperEdition"
"404 Not Found - Firefox Developer Edition","17/11/2015 15:56:52","17/11/2015 15:56:59","0:00:07","FirefoxDeveloperEdition"
"http://data.fac.loc/savills/data/ - Firefox Developer Edition","17/11/2015 15:56:59","17/11/2015 15:57:16","0:00:17","FirefoxDeveloperEdition"
"Workbook: DB1 - Firefox Developer Edition","17/11/2015 15:57:16","17/11/2015 15:57:21","0:00:05","FirefoxDeveloperEdition"
"Workbook: DB1 - Firefox Developer Edition","17/11/2015 15:57:21","17/11/2015 15:57:26","0:00:05","FirefoxDeveloperEdition"
"Workbook: DB1 - Firefox Developer Edition","17/11/2015 15:57:26","17/11/2015 15:57:36","0:00:10","FirefoxDeveloperEdition"
"Welcome to nginx on Debian! - Firefox Developer Edition","17/11/2015 15:57:36","17/11/2015 15:57:41","0:00:05","FirefoxDeveloperEdition"
"Welcome to nginx on Debian! - Firefox Developer Edition","17/11/2015 15:57:41","17/11/2015 15:57:47","0:00:06","FirefoxDeveloperEdition"
"Firefox Developer Edition","17/11/2015 15:57:47","17/11/2015 15:57:52","0:00:05","FirefoxDeveloperEdition"
"Firefox Developer Edition","17/11/2015 15:57:52","17/11/2015 15:58:02","0:00:10","FirefoxDeveloperEdition"
"Firefox Developer Edition","17/11/2015 15:58:02","17/11/2015 15:58:12","0:00:10","FirefoxDeveloperEdition"
"Firefox Developer Edition","17/11/2015 15:58:12","17/11/2015 15:59:24","0:01:12","FirefoxDeveloperEdition"
"Welcome to nginx on Debian! - Google Chrome","17/11/2015 15:59:24","17/11/2015 15:59:34","0:00:10","Google Chrome"
"data.fac.loc/savills/ - Google Chrome","17/11/2015 15:59:34","17/11/2015 15:59:41","0:00:07","Google Chrome"
"data.fac.loc/savills/home - Google Chrome","17/11/2015 15:59:41","17/11/2015 16:00:56","0:01:15","Google Chrome"
"Workbook: DB1 - Google Chrome","17/11/2015 16:00:56","17/11/2015 16:01:15","0:00:19","Google Chrome"
"data.fac.loc/savills/home - Google Chrome","17/11/2015 16:01:15","17/11/2015 16:01:21","0:00:06","Google Chrome"
"Workbook: DB1 - Google Chrome","17/11/2015 16:01:21","17/11/2015 16:01:36","0:00:15","Google Chrome"
"Workbook: DB1 - Google Chrome","17/11/2015 16:01:36","17/11/2015 16:02:14","0:00:38","Google Chrome"
"Firefox Developer Edition","17/11/2015 16:02:14","17/11/2015 16:02:21","0:00:07","FirefoxDeveloperEdition"
"Welcome to nginx on Debian! - Firefox Developer Edition","17/11/2015 16:02:21","17/11/2015 16:02:31","0:00:10","FirefoxDeveloperEdition"
"Firefox Developer Edition","17/11/2015 16:02:31","17/11/2015 16:02:36","0:00:05","FirefoxDeveloperEdition"
"Firefox Developer Edition","17/11/2015 16:02:36","17/11/2015 16:05:16","0:02:40","FirefoxDeveloperEdition"
"New Tab - Firefox Developer Edition","17/11/2015 16:05:16","17/11/2015 16:05:22","0:00:06","FirefoxDeveloperEdition"
"Firefox Developer Edition","17/11/2015 16:05:22","17/11/2015 16:05:30","0:00:08","FirefoxDeveloperEdition"
"Workbook: DB1 - Firefox Developer Edition","17/11/2015 16:05:30","17/11/2015 16:07:05","0:01:35","FirefoxDeveloperEdition"
"Firefox Developer Edition","17/11/2015 16:07:05","17/11/2015 16:07:15","0:00:10","FirefoxDeveloperEdition"
"Workbook: DB1 - Firefox Developer Edition","17/11/2015 16:07:15","17/11/2015 16:08:15","0:01:00","FirefoxDeveloperEdition"
"Workbook: DB1 - Google Chrome","17/11/2015 16:08:15","17/11/2015 16:08:20","0:00:05","Google Chrome"
"weather dubiln - Google Search - Google Chrome","17/11/2015 16:08:20","17/11/2015 16:08:32","0:00:12","Google Chrome"
"Dublin Weather - AccuWeather Forecast for Dublin Ireland - Google Chrome","17/11/2015 16:08:32","17/11/2015 16:09:10","0:00:38","Google Chrome"
"Dublin Hourly Weather - AccuWeather Forecast for Dublin Ireland - Google Chrome","17/11/2015 16:09:10","17/11/2015 16:09:35","0:00:25","Google Chrome"
"Workbook: DB1 - Google Chrome","17/11/2015 16:09:35","17/11/2015 16:10:10","0:00:35","Google Chrome"
"data.fac.loc/savills/home - Google Chrome","17/11/2015 16:10:10","17/11/2015 16:11:26","0:01:16","Google Chrome"
"New Tab - Google Chrome","17/11/2015 16:11:26","17/11/2015 16:12:11","0:00:45","Google Chrome"
"Untitled - Message (HTML) ","17/11/2015 16:12:11","17/11/2015 16:12:22","0:00:11","Microsoft Office Outlook"
"Inbox - Microsoft Outlook","17/11/2015 16:12:22","17/11/2015 16:13:24","0:01:02","Microsoft Office Outlook"
"New Tab - Google Chrome","17/11/2015 16:13:24","17/11/2015 16:18:19","0:04:55","Google Chrome"
"data.fac.loc/savills/home - Google Chrome","17/11/2015 16:18:19","17/11/2015 16:18:37","0:00:18","Google Chrome"
"Workbook: DB1 - Google Chrome","17/11/2015 16:18:37","17/11/2015 16:18:46","0:00:09","Google Chrome"
"node.js - Express-js wildcard routing to cover everything under and including a path - Stack Overflow - Google Chrome","17/11/2015 16:18:46","17/11/2015 16:19:01","0:00:15","Google Chrome"
"data.fac.loc/savills/home - Google Chrome","17/11/2015 16:19:01","17/11/2015 16:19:16","0:00:15","Google Chrome"
"New Tab - Firefox Developer Edition","17/11/2015 16:19:16","17/11/2015 16:19:21","0:00:05","FirefoxDeveloperEdition"
"node.js - Express-js wildcard routing to cover everything under and including a path - Stack Overflow - Google Chrome","17/11/2015 16:19:21","17/11/2015 16:19:29","0:00:08","Google Chrome"
"javascript get iframe content - Google Search - Google Chrome","17/11/2015 16:19:29","17/11/2015 16:19:35","0:00:06","Google Chrome"
"html - How to get the body's content of an iframe in Javascript? - Stack Overflow - Google Chrome","17/11/2015 16:19:35","17/11/2015 16:19:48","0:00:13","Google Chrome"
"data.fac.loc/savills/home - Google Chrome","17/11/2015 16:19:48","17/11/2015 16:20:05","0:00:17","Google Chrome"
"html - How to get the body's content of an iframe in Javascript? - Stack Overflow - Google Chrome","17/11/2015 16:20:05","17/11/2015 16:20:26","0:00:21","Google Chrome"
"data.fac.loc/savills/home - Google Chrome","17/11/2015 16:20:26","17/11/2015 16:21:18","0:00:52","Google Chrome"
"New Tab - Google Chrome","17/11/2015 16:21:18","17/11/2015 16:21:23","0:00:05","Google Chrome"
"javascript - Ways to circumvent the same-origin policy - Stack Overflow - Google Chrome","17/11/2015 16:21:23","17/11/2015 16:23:32","0:02:09","Google Chrome"
"data.fac.loc/savills/home - Google Chrome","17/11/2015 16:23:32","17/11/2015 16:23:48","0:00:16","Google Chrome"
"Welcome to nginx on Debian! - Google Chrome","17/11/2015 16:23:48","17/11/2015 16:23:53","0:00:05","Google Chrome"
"data.fac.loc/savills/home - Google Chrome","17/11/2015 16:23:53","17/11/2015 16:24:39","0:00:46","Google Chrome"
"javascript - Ways to circumvent the same-origin policy - Stack Overflow - Google Chrome","17/11/2015 16:24:39","17/11/2015 16:27:31","0:02:52","Google Chrome"
"Any Origin - Access any domain! The Same Origin Policy Exterminator - Google Chrome","17/11/2015 16:27:31","17/11/2015 16:27:39","0:00:08","Google Chrome"
"Workbook: DB1 - Google Chrome","17/11/2015 16:27:39","17/11/2015 16:27:44","0:00:05","Google Chrome"
"Any Origin - Access any domain! The Same Origin Policy Exterminator - Google Chrome","17/11/2015 16:27:44","17/11/2015 16:28:23","0:00:39","Google Chrome"
"data.fac.loc/savills/home - Google Chrome","17/11/2015 16:28:23","17/11/2015 16:28:34","0:00:11","Google Chrome"
"Any Origin - Access any domain! The Same Origin Policy Exterminator - Google Chrome","17/11/2015 16:28:34","17/11/2015 16:29:12","0:00:38","Google Chrome"
